"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;ogółem;2021;[zł]";"rynek wtórny;ogółem;2022;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;do 40 m2;2021;[zł]";"rynek wtórny;do 40 m2;2022;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2021;[zł]";"rynek wtórny;od 40,1 do 60 m2;2022;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2021;[zł]";"rynek wtórny;od 60,1 do 80 m2;2022;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2021;[zł]";"rynek wtórny;od 80,1 m2;2022;[zł]";
2216000;"Powiat sztumski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;100262;95963;121882;125190;;58208;70035;85964;87758;;83333;101655;117932;126403;;162383;129882;160550;174717;;206000;168000;142222;173000;;
2261000;"Powiat m. Gdańsk";358875;389249;428500;495572;;237275;246599;275234;314585;;329200;360644;385976;432499;;461378;521510;537353;596325;;749638;797620;954437;1035540;;366376;401421;459120;515771;;247135;279100;311802;345457;;338820;378822;424092;476606;;455262;496891;580587;648565;;653903;706288;884148;947664;;
2262000;"Powiat m. Gdynia";472259;482440;534141;587684;;286898;279794;335593;298367;;366060;383457;420635;473980;;498885;523423;606301;596666;;721673;742714;788733;1218946;;356560;396996;432212;504331;;221306;255417;265848;306350;;307826;338376;372272;415512;;424926;486464;532101;618436;;698129;748725;886599;1009737;;
2263000;"Powiat m. Słupsk";220126;224856;224172;266004;;127950;134008;160483;197435;;185981;199376;212482;239515;;242455;266387;274255;315583;;317966;281295;294183;358351;;175332;185783;207535;237552;;121854;126537;141808;167232;;169185;188094;204783;233823;;210350;215264;253572;285653;;234058;271362;304071;352109;;
2264000;"Powiat m. Sopot";1016167;932726;744242;1334633;;448955;0;414679;641681;;799277;552382;625600;1119330;;969995;0;868710;1455172;;1643871;1454158;1707483;2100269;;674045;688836;739599;938276;;340186;350462;404331;477229;;532922;545212;583042;659752;;722471;749188;782128;991036;;1156514;1256012;1284513;1449411;;
2400000;"ŚLĄSKIE";242548;262634;271767;299059;;132345;140100;168226;179515;;213879;230040;248392;274743;;293240;322012;343751;367962;;406495;430679;440324;505436;;149658;169894;191309;217273;;95798;110764;125387;145530;;143226;161400;185481;209479;;201710;227133;260273;290889;;277654;306143;336055;385279;;
2401000;"Powiat będziński";272981;221728;257027;285525;;154145;164210;132583;168652;;203426;224289;231746;258189;;322314;297260;348608;390924;;426325;408000;401250;497766;;126330;143463;163039;190107;;82814;92753;114235;130960;;123067;138510;168822;198936;;178299;213308;215367;262123;;328171;288135;294000;307491;;
2402000;"Powiat bielski";177894;183343;353181;360882;;118835;124293;237975;251222;;181331;185635;345298;342415;;271418;229047;442276;454921;;0;0;484506;575319;;154977;147294;196083;252314;;108479;110594;133800;149616;;145646;154150;211460;246558;;206077;236625;216071;337312;;261750;191060;270726;320079;;
2403000;"Powiat cieszyński";289878;246040;243612;294244;;199896;151749;176795;224136;;301631;282840;272060;283986;;360814;313396;0;370663;;0;355274;0;0;;183240;198586;231311;236132;;114214;126415;147698;171742;;175938;202220;230463;239243;;223137;263020;303715;279758;;272626;282608;275863;318504;;
2404000;"Powiat częstochowski";0;0;262453;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;94432;134426;122410;160267;;78629;92519;100305;133133;;100085;110480;127569;173495;;104379;240000;0;187750;;0;313625;0;0;;
2405000;"Powiat gliwicki";314726;293758;260950;288201;;90000;134783;97557;171667;;0;174698;230119;259860;;331333;310797;319183;321482;;368875;346560;444167;526750;;134417;143335;164238;179750;;81254;92488;111279;122227;;128867;127879;156186;180654;;186860;211854;218290;273378;;246003;294663;359291;249006;;
2406000;"Powiat kłobucki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;116870;138222;173886;178212;;96069;117030;147444;146929;;114889;133970;146850;201333;;181667;240000;0;0;;0;0;0;0;;
2407000;"Powiat lubliniecki";251333;0;0;315738;;0;0;0;0;;200000;0;0;0;;240000;0;0;251268;;288333;0;0;403875;;131083;142198;156936;163407;;85880;91713;88403;124235;;121774;132083;135525;149485;;182500;180702;246000;189611;;225300;209333;330000;256144;;
2408000;"Powiat mikołowski";241863;266098;259334;288882;;108591;121300;189343;204964;;181600;221651;244089;280875;;274664;274409;308900;369644;;421167;442086;366794;511571;;158838;168342;175761;229600;;88298;94339;114708;125268;;153766;164488;177012;214172;;203103;211227;235029;291840;;257952;276943;276915;365865;;
2409000;"Powiat myszkowski";239954;187090;163014;152720;;0;115311;162339;147304;;194456;215299;141997;166737;;288021;0;218201;0;;0;0;0;0;;103574;113029;139026;141894;;71517;84020;100832;109753;;108268;109299;130167;156364;;148909;183909;218965;217429;;0;0;161150;112500;;
2410000;"Powiat pszczyński";171480;203004;233261;294858;;140734;126477;0;145300;;169297;202905;230082;271583;;244620;287621;302500;314936;;0;0;0;418786;;146534;157540;196013;234224;;97298;103934;108267;130374;;134732;151309;176684;199228;;171852;185454;224252;288081;;191109;231443;284528;356318;;
2411000;"Powiat raciborski";106751;148220;150107;176830;;0;144138;135288;133231;;115722;152550;155198;189534;;0;161333;0;0;;0;0;0;442110;;121627;133535;143753;168638;;67143;87181;101176;117369;;107394;119781;142671;167586;;166166;162978;196486;220410;;254121;230669;255813;284109;;
2412000;"Powiat rybnicki";0;192630;184688;0;;0;74333;0;0;;0;208872;195317;0;;0;0;0;0;;0;0;0;0;;105078;119645;141377;161935;;73418;75059;105000;113026;;109563;129583;146790;159079;;127101;134458;194091;195042;;0;0;0;239875;;
2413000;"Powiat tarnogórski";188979;216039;298476;329275;;96607;145083;94414;145210;;168986;191448;252940;179642;;239662;274745;296371;358247;;310251;375320;364004;410929;;141612;167288;181158;235673;;91867;94963;108745;130536;;130041;135781;161723;186133;;172776;201065;223281;305995;;213488;315501;360817;358387;;
2414000;"Powiat bieruńsko-lędziński";112806;100035;191250;173750;;106526;100035;0;138667;;122225;0;0;0;;0;0;0;0;;0;0;0;0;;135357;141076;184964;187828;;77069;83568;115351;119737;;154097;150000;182660;206475;;197695;218300;241136;277156;;0;0;0;0;;
2415000;"Powiat wodzisławski";0;78000;234645;188300;;0;78000;0;127667;;0;0;0;209250;;0;0;286598;221000;;0;0;0;0;;98074;111380;130617;158094;;72659;74715;99968;108280;;100911;113999;130024;151567;;130444;165074;179833;218392;;0;181000;185790;279887;;
2416000;"Powiat zawierciański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;95487;107465;131797;171678;;60053;76273;97204;119050;;98508;116383;140789;184285;;133223;149847;193962;236896;;181050;103333;0;189240;;
2417000;"Powiat żywiecki";211617;0;0;187083;;165228;0;0;0;;201881;0;0;193125;;309927;0;0;0;;0;0;0;0;;165291;185879;197421;231638;;126411;105063;136250;155996;;166074;183458;204631;219720;;182481;239179;254000;248409;;207879;230846;206316;304446;;
2461000;"Powiat m. Bielsko-Biała";236983;274793;278349;313932;;163258;172173;201922;187298;;206577;234615;245456;276727;;274273;314504;351858;413181;;383067;391686;467726;491385;;215488;242715;268490;305356;;124902;148403;170907;198696;;201350;221912;248891;277807;;276687;295167;342446;360551;;326151;363388;392648;466843;;
2462000;"Powiat m. Bytom";153179;144559;136763;205585;;80646;79839;102089;131508;;155518;178753;128439;178623;;221534;206210;189400;267523;;0;0;331040;465954;;100107;115646;132600;161034;;67382;79571;96139;113443;;101742;109548;128089;153020;;137537;151618;172071;209048;;146472;181415;208219;248419;;
2463000;"Powiat m. Chorzów";237370;260368;275966;228245;;126083;116103;135025;109595;;200170;229764;226089;226811;;241703;301454;332125;313584;;399929;415112;398194;321049;;150149;163791;183347;210705;;95076;105839;123639;142205;;147339;157290;174646;207953;;202842;225288;268270;304413;;290438;319668;270275;374165;;
2464000;"Powiat m. Częstochowa";273165;316660;293464;306802;;156222;162030;163309;159756;;236572;246140;265693;279131;;341332;352536;369412;405279;;463747;467398;457254;533441;;162558;188136;216637;238273;;107789;125957;136375;159664;;161821;187065;213717;234369;;236085;272346;317409;339709;;308645;326497;432781;443209;;
2465000;"Powiat m. Dąbrowa Górnicza";357781;304738;262683;305174;;0;138811;137049;162309;;249582;233066;243236;250971;;307750;322808;337427;359256;;442452;421369;428789;528252;;148794;156528;187048;209033;;99010;109393;124195;146888;;137649;157912;178570;205325;;202666;223961;262932;286867;;306406;300369;337912;352076;;
2466000;"Powiat m. Gliwice";287652;316011;322111;335446;;159651;140259;178567;196794;;246209;260436;275047;315579;;323135;361033;379086;432647;;480646;461902;499636;551878;;174357;198873;217860;252212;;109683;133618;134080;159746;;157119;184704;200719;229643;;215916;243540;280298;323794;;312981;350489;370610;463530;;
2467000;"Powiat m. Jastrzębie-Zdrój";0;166167;0;287450;;0;102667;0;0;;0;0;0;208750;;0;0;0;0;;0;0;0;359528;;114859;128201;148786;165439;;79808;92652;105716;125167;;118617;130968;151183;166801;;144720;166125;202442;220000;;0;0;0;343500;;
2468000;"Powiat m. Jaworzno";176552;177872;249884;290523;;107815;123263;0;185600;;156383;179867;237300;271298;;221005;230238;310813;328584;;0;0;0;0;;150997;184858;196939;223415;;109972;118176;141218;153596;;150981;181720;196689;229156;;209667;238177;263279;289007;;235250;356432;323298;349459;;
2469000;"Powiat m. Katowice";247474;288634;284451;286432;;136083;156402;178804;209827;;225185;238367;284997;273542;;348440;328026;310250;370574;;483964;522873;522514;658222;;218519;252343;279926;307965;;141153;163037;180784;202870;;197803;227870;262115;286854;;268110;313764;357814;392150;;412793;451943;563061;620783;;
2470000;"Powiat m. Mysłowice";265393;298815;314827;284305;;105100;149076;147003;128143;;222951;225226;257339;262882;;292972;318709;381532;312701;;367746;410784;515157;426523;;135634;129084;173930;201697;;88593;75916;112338;129088;;139210;120011;168386;193364;;190769;173059;241380;280936;;215944;211944;256052;343588;;
2471000;"Powiat m. Piekary Śląskie";211225;153583;199225;258125;;113619;92729;98405;120697;;182138;159586;174110;230771;;230988;204433;285488;282591;;0;0;0;492606;;114350;132376;152224;174482;;76667;92848;93231;119990;;115388;125501;147749;178325;;154196;187808;213558;238459;;170039;169784;275286;238777;;
2472000;"Powiat m. Ruda Śląska";159977;201400;187647;219079;;85914;111285;101291;139916;;171623;156327;171571;213260;;302034;298587;270105;296707;;0;399241;353066;433531;;112736;128310;148332;176117;;77640;91326;104313;125221;;120269;132128;154495;187016;;159453;197687;213049;232597;;202086;168331;284950;221035;;
2473000;"Powiat m. Rybnik";254552;238021;297680;308834;;89333;141402;152824;198351;;190255;209627;254932;265280;;280179;310161;309031;353325;;350786;329544;432900;438923;;147192;164895;179905;199889;;88709;104665;114503;129297;;129413;143705;178897;180955;;195050;217753;237273;270153;;235235;288163;265076;330267;;
2474000;"Powiat m. Siemianowice Śląskie";175149;263469;213124;321051;;103536;123758;115957;180133;;153387;228435;173999;293800;;270268;315578;287203;409590;;380748;403201;518540;492863;;124522;170451;199578;219238;;88092;114129;121810;136630;;138891;159980;190197;221854;;152242;230314;271954;279881;;209419;331415;324645;492443;;
2475000;"Powiat m. Sosnowiec";228590;189207;226605;252552;;130816;118144;154074;170499;;200691;218391;237004;244970;;275656;304120;362477;360409;;338220;0;472746;450631;;122827;140599;150745;201166;;85390;100515;110052;144677;;125190;139275;152768;202457;;180781;202550;226810;270422;;215458;285111;271421;351569;;
2476000;"Powiat m. Świętochłowice";219463;125500;267851;305856;;131667;87833;0;154364;;191792;0;256046;247885;;0;0;308585;325806;;0;0;0;566473;;109897;136302;149447;162977;;76551;94178;112871;115519;;110172;135931;150825;175061;;191633;189000;257365;248843;;134759;225500;0;387500;;
2477000;"Powiat m. Tychy";247541;251301;261786;354326;;157509;170415;196861;216536;;231247;257031;265020;300781;;332716;355463;372692;415537;;390221;401200;429861;610151;;199066;221276;250916;273459;;130537;150527;168450;198359;;193427;211308;245101;271763;;284328;302660;319473;365153;;386073;430372;429629;492429;;
2478000;"Powiat m. Zabrze";226479;264754;241358;287116;;93775;113548;153062;141316;;202024;212744;216512;247341;;281130;316126;296816;328874;;327333;403266;337681;464160;;118942;137518;156156;180507;;80821;95406;109998;125178;;120034;137935;159625;179336;;165017;189059;222359;254252;;195603;213607;229682;334467;;
2479000;"Powiat m. Żory";232288;324592;294926;302939;;0;0;200045;188205;;201588;207800;235100;294702;;250989;0;357355;358480;;288963;382374;0;524479;;164770;212816;205729;229040;;105679;121837;135468;163083;;143585;185360;194835;216572;;200224;249281;237468;285039;;413625;407700;379400;448828;;
2600000;"ŚWIĘTOKRZYSKIE";257516;284842;301244;326649;;161329;170568;180461;201352;;238919;249931;265037;290558;;322337;343401;360910;398854;;461882;461397;527624;556183;;161964;179581;202593;229004;;107433;121724;137584;154039;;160181;180782;201848;229106;;228406;256573;273048;326199;;388838;365535;422162;407736;;
2601000;"Powiat buski";225497;261314;283106;267433;;0;0;197981;193329;;0;208733;255476;272949;;219600;316435;318688;342159;;287234;0;0;0;;141972;169553;194041;237036;;112690;121958;129583;178498;;142461;170064;178752;238640;;161537;211875;236556;346334;;0;243333;0;331400;;
2602000;"Powiat jędrzejowski";218125;0;319060;191416;;0;0;0;175375;;194167;0;0;204250;;0;0;303162;0;;0;0;0;0;;125024;122336;140448;150018;;82979;88053;91003;106425;;122087;127893;147211;161128;;177145;156385;193294;243900;;0;0;0;151667;;
2603000;"Powiat kazimierski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;94700;94316;162100;138857;;112000;96889;150200;154000;;81333;91143;126600;119286;;85000;94000;188125;0;;0;0;0;0;;
2604000;"Powiat kielecki";0;285019;323123;316903;;0;0;0;228017;;0;204324;250960;294034;;0;354278;357941;383860;;0;397000;436000;540017;;130385;256160;141762;238817;;0;103750;81667;93250;;120000;173583;175150;199550;;160833;329833;136750;388542;;0;0;0;0;;
2605000;"Powiat konecki";152250;156667;176257;0;;142000;0;159943;0;;0;164000;192571;0;;0;0;0;0;;0;0;0;0;;123063;119943;132941;170582;;77152;85432;97962;107412;;132766;128584;140063;173657;;175917;186200;188875;238922;;0;0;0;270000;;
2606000;"Powiat opatowski";193499;177494;216925;224543;;120674;0;0;0;;190949;195893;208412;184421;;249029;0;0;319170;;0;0;0;0;;81469;104018;134952;114717;;54167;65050;88238;76100;;74000;109467;115188;136227;;118750;0;147579;0;;0;0;0;0;;
2607000;"Powiat ostrowiecki";0;0;0;251703;;0;0;0;151625;;0;0;0;228083;;0;0;0;279657;;0;0;0;0;;104784;113762;129191;160944;;73091;85115;99262;112362;;120355;122610;145925;170558;;125833;170000;183786;233368;;0;0;0;275687;;
2608000;"Powiat pińczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;109769;108033;143732;143229;;67167;87625;110800;110975;;111286;111179;140900;151792;;177500;127417;169625;197817;;0;0;0;0;;
2609000;"Powiat sandomierski";0;0;0;279797;;0;0;0;0;;0;0;0;276013;;0;0;0;0;;0;0;0;0;;137947;161222;217434;199070;;101500;102333;0;124193;;153191;178500;214626;226370;;171222;0;236238;230529;;0;0;298333;0;;
2610000;"Powiat skarżyski";116000;273273;165000;0;;0;0;0;0;;116000;0;0;0;;0;0;0;0;;0;389784;0;0;;117921;141567;160669;186505;;69125;92436;100871;123778;;117096;142347;157712;181383;;166940;203908;230222;233189;;292125;347240;353250;444778;;
2611000;"Powiat starachowicki";211710;0;0;245213;;0;0;0;114125;;198473;0;0;224370;;246672;0;0;313304;;0;0;0;0;;140413;153795;179519;193677;;98404;107513;133219;133774;;151211;170278;192564;196983;;198043;211119;264795;278876;;236719;242100;0;332500;;
2612000;"Powiat staszowski";0;0;200637;242096;;0;0;136485;141136;;0;0;171306;222172;;0;0;256699;306878;;0;0;0;398667;;117719;130017;149819;174394;;56067;69125;82125;121375;;133265;140791;147957;164290;;166143;153000;225300;217154;;0;0;0;245000;;
2613000;"Powiat włoszczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;113949;132609;153925;135778;;83647;107623;99300;95679;;138985;143800;151600;167972;;126667;164000;213200;151667;;0;0;0;0;;
2661000;"Powiat m. Kielce";263095;287414;305620;340536;;164837;172178;181900;205150;;243789;255778;269887;300544;;326832;342961;365901;413445;;482813;468814;531419;569315;;197590;217314;247399;283724;;128543;146819;167629;192415;;192488;217430;244287;279248;;278849;298665;322628;396770;;452768;431356;456996;509074;;
2800000;"WARMIŃSKO-MAZURSKIE";236090;242834;278966;311467;;149071;148405;182410;193140;;215490;228173;252340;272432;;284110;298122;333418;388832;;437465;460820;483592;544460;;159862;175513;200022;229408;;108361;123070;134986;156062;;157784;173471;198888;226972;;204187;214299;252582;287589;;280525;321233;326770;405224;;
2801000;"Powiat bartoszycki";183016;142974;201191;257049;;105702;0;0;0;;202246;0;193275;245251;;0;0;0;347866;;0;0;0;0;;100993;118080;114359;141984;;68815;75892;73345;86212;;107447;117964;110253;146808;;114403;148302;168297;178149;;200727;198143;199236;255536;;
2802000;"Powiat braniewski";179629;0;232753;0;;0;0;0;0;;142164;0;198037;0;;211822;0;0;0;;0;0;322414;0;;105548;129209;120063;160185;;61078;80069;69822;100503;;110702;127128;124851;163180;;149483;174533;172480;213469;;216063;195400;151511;247485;;
2803000;"Powiat działdowski";169481;175439;194225;165802;;113223;117195;120744;139581;;157465;156411;192636;172903;;205680;206792;238135;208000;;0;0;0;0;;124228;127443;133190;156750;;81349;81871;94324;100267;;127424;127835;144150;156160;;155039;166268;161730;211911;;210142;188380;181082;230667;;
2804000;"Powiat elbląski";0;182911;0;210919;;0;0;0;0;;0;170477;0;201324;;0;203636;0;0;;0;0;0;0;;126876;130718;143574;175839;;72300;77650;83288;118328;;127245;128863;140956;178565;;166341;167721;193317;216418;;186638;226500;171111;249038;;
2805000;"Powiat ełcki";241792;248467;252000;271814;;112431;140313;140065;172443;;180708;195662;210844;239315;;258110;269679;286380;322513;;384288;434107;418153;474652;;159468;212926;231817;254191;;97499;122789;135040;156380;;146247;178764;199342;226177;;205587;257762;275814;321013;;265593;417645;420080;483889;;
2806000;"Powiat giżycki";285099;258232;328556;554974;;154746;159184;169831;240900;;247121;229888;293318;550460;;357395;298532;366154;529777;;383167;508958;510815;849140;;148712;165225;212691;251089;;103883;118884;149010;154850;;142003;164124;214979;246297;;177620;199033;259375;298166;;273545;248615;324138;393706;;
2807000;"Powiat iławski";255975;230399;200747;269151;;150033;132104;146073;179193;;236518;218824;206291;261230;;287371;287901;257302;332941;;921634;669012;0;0;;138171;167862;200730;222238;;98910;115647;141116;161267;;154709;171480;201308;223282;;159553;213742;245485;277758;;219931;277250;330792;320415;;
2808000;"Powiat kętrzyński";172200;208266;207399;241644;;132474;100417;135028;151400;;197480;212866;200607;218324;;0;245796;265835;286891;;0;0;0;387061;;94660;103193;119479;139058;;64773;74623;83666;92332;;102718;107170;119319;144541;;121329;135628;145659;190898;;130832;144063;182447;215100;;
2809000;"Powiat lidzbarski";0;155000;0;0;;0;0;0;0;;0;155000;0;0;;0;0;0;0;;0;0;0;0;;118206;110670;132527;160292;;77382;75365;74793;101487;;114530;111528;124616;152222;;161640;174809;197150;230241;;170900;169250;198917;230000;;
2810000;"Powiat mrągowski";157506;190877;248763;344191;;0;0;0;0;;157506;0;0;344338;;0;185883;0;385000;;0;0;0;0;;134992;167633;197057;242220;;95141;114026;139282;165167;;131990;174162;217733;232087;;212515;208527;232596;303733;;280500;212645;225000;429361;;
2811000;"Powiat nidzicki";169838;173327;189758;224334;;0;117082;0;0;;152380;157561;181039;199859;;201805;216163;234752;0;;0;0;0;340000;;108980;116836;128295;148388;;68590;75261;88896;94534;;117725;114866;124423;158397;;153040;162694;176920;181538;;100667;0;136667;280000;;
2812000;"Powiat nowomiejski";169232;172826;179582;172267;;121583;0;0;0;;185232;168215;187300;172267;;0;0;0;0;;0;0;0;0;;114674;127291;104501;170515;;70190;75929;75480;122900;;127707;134258;109632;163810;;159778;160429;145000;225696;;155500;172993;0;286667;;
2813000;"Powiat olecki";208961;153232;0;0;;130967;0;0;0;;185662;156405;0;0;;257029;0;0;0;;0;0;0;0;;121659;118108;148488;195167;;96060;82758;100382;118002;;111345;120084;148662;193080;;151972;148553;181005;251239;;192250;118300;166250;284249;;
2814000;"Powiat olsztyński";219212;235311;302851;293732;;137069;148859;188225;199745;;207805;236069;252454;267640;;262637;311791;341351;377312;;334190;468188;483858;496673;;152458;184568;218109;241811;;111749;120042;136084;168599;;151793;175393;225514;238047;;198836;208410;242387;280025;;209226;337032;385727;408714;;
2815000;"Powiat ostródzki";203733;170486;266706;347675;;137690;0;104753;225727;;201681;186509;242503;329379;;256376;0;317862;356793;;0;0;459736;555743;;138134;147654;168144;185481;;90662;106642;119180;127259;;142917;150485;168776;185172;;177327;189600;193644;234230;;199604;216021;289478;329612;;
2816000;"Powiat piski";148777;106743;0;254105;;0;0;0;0;;132900;106743;0;251696;;0;0;0;261934;;0;0;0;0;;99342;113197;132859;149030;;66570;79628;81507;107894;;101996;104741;148139;148301;;124678;150516;171766;217393;;174654;152300;152549;169987;;
2817000;"Powiat szczycieński";147344;172445;175707;185178;;111263;123628;127369;149977;;161112;180022;178255;196178;;0;212333;264195;231935;;0;276667;0;0;;130651;146248;172324;168850;;93011;95757;120292;124860;;136879;158836;170863;174102;;153700;173879;220505;212166;;194200;160500;193875;212091;;
2818000;"Powiat gołdapski";160179;166812;171113;0;;102069;112065;137123;0;;143902;170447;157721;0;;200864;200063;245618;0;;0;0;0;0;;111841;110813;130959;155233;;73349;76373;104732;103707;;102088;111403;117561;165896;;146923;139504;154962;169157;;222071;155723;221233;183650;;
2819000;"Powiat węgorzewski";233511;170344;162207;174244;;0;0;114383;125908;;157999;164541;161061;185946;;212706;208766;259000;244458;;0;0;0;0;;122073;131105;125064;152819;;73852;92900;85379;116333;;129429;125419;119280;162711;;162924;151313;175805;192143;;0;236188;181228;0;;
2861000;"Powiat m. Elbląg";256072;244068;259708;285012;;155932;145675;154186;156953;;210748;221699;232587;253000;;287149;295061;306895;345954;;393698;399392;504451;506662;;172005;185011;226371;254923;;118047;126402;149435;168124;;168468;185119;221239;247527;;226662;245910;312582;343415;;285137;319944;378389;432671;;
2862000;"Powiat m. Olsztyn";277463;291921;309720;370658;;185995;173942;221487;240362;;254400;272895;287745;311390;;343838;364073;387084;440352;;513966;532147;541540;603012;;234151;251005;278826;314346;;160350;182320;197468;221340;;228672;252709;281370;313512;;294172;324011;349803;386176;;416288;449959;441293;609231;;
3000000;"WIELKOPOLSKIE";282212;283024;296696;341207;;192894;192005;190808;226065;;254576;248941;263210;310980;;328039;311322;334678;406084;;456691;421605;456862;500350;;225813;224257;251871;264787;;151214;147799;167761;178678;;209029;208109;234690;246927;;261456;265999;295416;313797;;364324;363739;385014;404526;;
3001000;"Powiat chodzieski";188045;184323;213616;207018;;0;0;139175;145315;;0;174244;210140;224029;;0;0;246868;275757;;0;0;0;0;;133943;163619;160284;190033;;108211;87455;72740;129717;;132198;164200;150850;169136;;144518;196448;187000;258764;;197667;170000;255000;198700;;
3002000;"Powiat czarnkowsko-trzcianecki";179835;210765;211525;0;;0;0;143555;0;;0;185043;214657;0;;0;242803;298537;0;;0;0;0;0;;135201;136365;147202;179827;;87958;58914;108363;113419;;125320;124299;153396;167897;;152289;178495;172300;214363;;189250;0;172167;291043;;
3003000;"Powiat gnieźnieński";198343;224862;245402;271341;;142087;155409;150964;177533;;195177;203311;224390;250723;;245607;280148;293516;318995;;322644;349640;360500;373495;;151803;161822;179290;194728;;97417;120621;121060;113861;;154786;165304;176154;179809;;194263;206169;229152;268118;;236667;211902;276568;306839;;
3004000;"Powiat gostyński";179814;209998;267100;240057;;149875;156550;134500;184000;;170109;196258;268900;229038;;208828;268876;261917;301371;;0;313667;348200;341655;;152325;157880;215216;234780;;69800;81000;84750;106767;;131648;132482;167424;200014;;149825;183438;158081;244238;;248029;251040;290925;315702;;
3005000;"Powiat grodziski";153748;184982;204928;188099;;131114;130069;143826;160281;;158078;174535;197612;185749;;190625;223612;246017;275333;;0;0;0;0;;139678;152205;174660;181035;;59050;115444;106396;104204;;131856;149189;172429;180167;;177528;152591;207238;194747;;191050;219708;198726;324014;;
3006000;"Powiat jarociński";196084;183264;165498;224623;;0;115187;125039;147036;;165863;176102;181723;215208;;213430;211605;224934;303942;;278245;293818;261448;432045;;143184;147195;163568;190275;;87216;104277;91975;126708;;136821;141735;152864;175713;;164461;184496;209536;217334;;191000;162582;227224;256978;;
3007000;"Powiat kaliski";0;335000;0;0;;0;0;0;0;;0;0;0;0;;0;309333;0;0;;0;360667;0;0;;143458;245143;232179;275246;;66667;47250;48667;70500;;110156;0;0;105000;;80600;141250;0;0;;321250;497600;543871;555322;;
3008000;"Powiat kępiński";193505;234819;213185;262394;;112628;0;148684;167410;;180544;217274;232008;253756;;241266;0;294716;326972;;0;0;259833;380895;;182596;188939;200111;247711;;127667;126041;90340;146027;;148000;171177;168424;219664;;173611;226183;278333;308756;;330500;283545;288091;292093;;
3009000;"Powiat kolski";0;167809;251658;240944;;0;0;182546;155333;;0;167809;241793;246500;;0;0;305943;0;;0;0;0;0;;127336;135866;156499;169319;;83844;98638;128333;138788;;146680;157035;163910;173988;;148750;158375;163200;192633;;0;0;128533;0;;
3010000;"Powiat koniński";145339;206920;0;0;;118027;0;0;0;;139589;0;0;0;;186898;0;0;0;;0;0;0;0;;111704;132985;131116;175313;;66455;59833;76656;110925;;118550;126778;130550;167039;;140204;176722;172500;202220;;0;0;0;346333;;
